日期,週次,新增確診,每週新增確診,確診總人數,不明性別,不明總數,新增男性,男性總數,確診男性率,新增女性,女性總數,確診女性率,新增軍人,敦睦總人數,軍隊率,新增境外,境外總人數,境外率,新增本土,本土總人數,本土率,新增不明,不明總人數,不明率,新增死亡,死亡總人數,死亡率,當日未知感染源數,未知感染源總數,已知感染源數,新增解除隔離,解除隔離數,解除隔離+死亡,未解除隔離數,備註,,,
04月22日 星期五,17,+3857,,47100,+3854,34702,+0,6721,14.27%,+0,5695,12.09%,+0,36,0.08%,+111,10187,21.63%,+3746,36859,78.26%,+0,15,0.03%,+1,857,1.82%,+0,82,47018,+0,14875,15732,31368,,,,
04月23日 星期六,17,+4198,+18243,51298,+4202,38904,+0,6721,13.10%,+0,5695,11.10%,+0,36,0.07%,+80,10267,20.01%,+4118,40977,79.88%,+0,15,0.03%,+0,857,1.67%,+0,82,51216,+0,14875,15732,35566,,,,
04月24日 星期日,18,+5170,,56468,+5171,44075,+0,6721,11.90%,+0,5695,10.09%,+0,36,0.06%,+82,10349,18.33%,+5088,46065,81.58%,+0,15,0.03%,+0,857,1.52%,+0,82,56386,+0,14875,15732,40736,,,,
04月25日 星期一,18,+5218,,61686,+5221,49296,+0,6721,10.90%,+0,5695,9.23%,+0,36,0.06%,+113,10462,16.96%,+5105,51170,82.95%,+0,15,0.02%,+0,857,1.39%,+0,82,61604,+0,14875,15732,45954,,,,
04月26日 星期二,18,+6336,,68022,+6339,55635,+0,6721,9.88%,+0,5695,8.37%,+0,36,0.05%,+59,10521,15.47%,+6277,57447,84.45%,+0,15,0.02%,+0,857,1.26%,+0,82,67940,+0,14875,15732,52290,,,,
04月27日 星期三,18,+8916,,76938,+8923,64558,+0,6721,8.74%,+0,5695,7.40%,+0,36,0.05%,+97,10618,13.80%,+8819,66266,86.13%,+0,15,0.02%,+2,859,1.12%,+0,82,76856,+0,14875,15734,61204,,,,
04月28日 星期四,18,+11508,,88446,+11517,76075,+0,6721,7.60%,+0,5695,6.44%,+0,36,0.04%,+165,10783,12.19%,+11343,77609,87.75%,+0,15,0.02%,+1,860,0.97%,+0,82,88364,+0,14875,15735,72711,,,,
04月29日 星期五,18,+11907,,100353,+11318,87393,+0,6721,6.70%,+0,5695,5.67%,+0,36,0.04%,+337,11120,11.08%,+11970,89579,89.26%,+0,15,0.01%,+2,862,0.86%,+0,82,100271,+0,14875,15737,84616,,,,
04月30日 星期六,18,+15530,+64585,115883,+0,87393,+0,6721,5.80%,+0,5695,4.91%,+0,36,0.03%,+116,11236,9.70%,+15014,104593,90.26%,+0,15,0.01%,+3,865,0.75%,+0,82,115801,+0,14875,15740,100143,,,,
05月01日 星期日,19,+17072,,132955,+0,87393,+0,6721,5.06%,+0,5695,4.28%,+0,36,0.03%,+150,11386,8.56%,+16922,121515,91.40%,+0,15,0.01%,+3,868,0.65%,+0,82,132873,+0,14875,15743,117212,,,,
05月02日 星期一,19,+17853,,150808,+0,87393,+0,6721,4.46%,+0,5695,3.78%,+0,36,0.02%,+57,11443,7.59%,+17796,139311,92.38%,+0,15,0.01%,+3,871,0.58%,+0,82,150726,+0,14875,15746,135062,,,,
05月03日 星期二,19,+23134,,173942,+0,87393,+0,6721,3.86%,+0,5695,3.27%,+0,36,0.02%,+38,11481,6.60%,+23096,162407,93.37%,+0,15,0.01%,+5,876,0.50%,+0,82,173860,+0,14875,15751,158191,,,,
05月04日 星期三,19,+28476,,202418,+0,87393,+0,6721,3.32%,+0,5695,2.81%,+0,36,0.02%,+67,11548,5.71%,+28409,190816,94.27%,+0,15,0.01%,+5,881,0.44%,+0,82,202336,+0,14875,15756,186662,,,,
05月05日 星期四,19,+29984,,232402,+0,87393,+0,6721,2.89%,+0,5695,2.45%,+0,36,0.02%,+63,11611,5.00%,+29921,220737,94.98%,+0,15,0.01%,+5,886,0.38%,+0,82,232320,+0,14875,15761,216641,,,,
05月06日 星期五,19,+36167,,268569,+0,87393,+0,6721,2.50%,+0,5695,2.12%,+0,36,0.01%,+45,11656,4.34%,+36122,256859,95.64%,+0,15,0.01%,+10,896,0.33%,+0,82,268487,+0,14875,15771,252798,,,,
05月07日 星期六,19,+46414,+199100,314983,+0,87393,+0,6721,2.13%,+0,5695,1.81%,+0,36,0.01%,+155,11811,3.75%,+46259,303118,96.23%,+0,15,0.00%,+11,907,0.29%,+0,82,314901,+0,14875,15782,299201,,,,
05月08日 星期日,20,+42288,,357271,+0,87393,+0,6721,1.88%,+0,5695,1.59%,+0,36,0.01%,+61,11872,3.32%,+42227,345345,96.66%,+0,15,0.00%,+12,919,0.26%,+0,82,357189,+0,14875,15794,341477,,,,
05月09日 星期一,20,+40233,,397504,+0,87393,+0,6721,1.69%,+0,5695,1.43%,+0,36,0.01%,+42,11914,3.00%,+40191,385536,96.99%,+0,15,0.00%,+12,931,0.23%,+0,82,397422,+0,14875,15806,381698,,,,
05月10日 星期二,20,+50819,,448323,+0,87393,+0,6721,1.50%,+0,5695,1.27%,+0,36,0.01%,+49,11963,2.67%,+50770,436306,97.32%,+0,15,0.00%,+12,943,0.21%,+0,82,448241,+0,14875,15818,432505,,,,
05月11日 星期三,20,+57132,,505455,+0,87393,+0,6721,1.33%,+0,5695,1.13%,+0,36,0.01%,+28,11991,2.37%,+57104,493410,97.62%,+0,15,0.00%,+8,951,0.19%,+0,82,505373,+0,14875,15826,489629,,,,
05月12日 星期四,20,+65415,,570870,+0,87393,+0,6721,1.18%,+0,5695,1.00%,+0,36,0.01%,+61,12052,2.11%,+65354,558764,97.88%,+0,15,0.00%,+17,968,0.17%,+0,82,570788,+0,14875,15843,555027,,,,
05月13日 星期五,20,+65000,,635870,+0,87393,+0,6721,1.06%,+0,5695,0.90%,+0,36,0.01%,+40,12092,1.90%,+64960,623724,98.09%,+0,15,0.00%,+41,1009,0.16%,+0,82,635788,+0,14875,15884,619986,,,,
05月14日 星期六,20,+63954,+384841,699824,+0,87393,+0,6721,0.96%,+0,5695,0.81%,+0,36,0.01%,+77,12169,1.74%,+63877,687601,98.25%,+0,15,0.00%,+40,1049,0.15%,+0,82,699742,+0,14875,15924,683900,,,,
05月15日 星期日,21,+68719,,768543,+0,87393,+0,6721,0.87%,+0,5695,0.74%,+0,36,0.00%,+37,12206,1.59%,+68682,756283,98.40%,+0,15,0.00%,+19,1068,0.14%,+0,82,768461,+0,14875,15943,752600,,,,
05月16日 星期一,21,+61714,,830257,+0,87393,+0,6721,0.81%,+0,5695,0.69%,+0,36,0.00%,+57,12263,1.48%,+61657,817940,98.52%,+0,15,0.00%,+29,1097,0.13%,+0,82,830175,+0,14875,15972,814285,,,,
05月17日 星期二,21,+65802,,896059,+0,87393,+0,6721,0.75%,+0,5695,0.64%,+0,36,0.00%,+38,12301,1.37%,+65764,883704,98.62%,+0,15,0.00%,+38,1135,0.13%,+0,82,895977,+0,14875,16010,880049,,,,
05月18日 星期三,21,+85082,,981141,+0,87393,+0,6721,0.69%,+0,5695,0.58%,+0,36,0.00%,+44,12345,1.26%,+85038,968742,98.74%,+0,15,0.00%,+41,1176,0.12%,+0,82,981059,+0,14875,16051,965090,,,,
05月19日 星期四,21,+89420,,1070561,+0,87393,+0,6721,0.63%,+0,5695,0.53%,+0,36,0.00%,+47,12392,1.16%,+89373,1058115,98.84%,+0,15,0.00%,+59,1235,0.12%,+0,82,1070479,+0,14875,16110,1054451,,,,
05月20日 星期五,21,+85730,,1156291,+0,87393,+0,6721,0.58%,+0,5695,0.49%,+0,36,0.00%,+40,12432,1.08%,+85690,1143805,98.92%,+0,15,0.00%,+49,1284,0.11%,+0,82,1156209,+0,14875,16159,1140132,,,,
05月21日 星期六,21,+84606,+541073,1240897,+0,87393,+0,6721,0.54%,+0,5695,0.46%,+0,36,0.00%,+52,12484,1.01%,+84554,1228359,98.99%,+0,15,0.00%,+59,1343,0.11%,+0,82,1240815,+0,14875,16218,1224679,,,,
05月22日 星期日,22,+79474,,1320371,+0,87393,+0,6721,0.51%,+0,5695,0.43%,+0,36,0.00%,+39,12523,0.95%,+79435,1307794,99.05%,+0,15,0.00%,+53,1396,0.11%,+0,82,1320289,+0,14875,16271,1304100,,,,
05月23日 星期一,22,+66269,,1386640,+0,87393,+0,6721,0.48%,+0,5695,0.41%,+0,36,0.00%,+36,12559,0.91%,+66233,1374027,99.09%,+0,15,0.00%,+40,1436,0.10%,+0,82,1386558,+0,14875,16311,1370329,,,,
05月24日 星期二,22,+82379,,1469019,+0,87393,+0,6721,0.46%,+0,5695,0.39%,+0,36,0.00%,+72,12631,0.86%,+82307,1456334,99.14%,+0,15,0.00%,+42,1478,0.10%,+0,82,1468937,+0,14875,16353,1452666,,,,
05月25日 星期三,22,+89361,,1558380,+0,87393,+0,6721,0.43%,+0,5695,0.37%,+0,36,0.00%,+37,12668,0.81%,+89324,1545658,99.18%,+0,15,0.00%,+76,1554,0.10%,+0,82,1558298,+0,14875,16429,1541951,,,,
05月26日 星期四,22,+81891,,1640271,+0,87393,+0,6721,0.41%,+0,5695,0.35%,+0,36,0.00%,+55,12723,0.78%,+81836,1627494,99.22%,+0,15,0.00%,+104,1658,0.10%,+0,82,1640189,+0,14875,16533,1623738,,,,
05月27日 星期五,22,+94796,,1735067,+0,87393,+0,6721,0.39%,+0,5695,0.33%,+0,36,0.00%,+47,12770,0.74%,+94749,1722243,99.26%,+0,15,0.00%,+126,1784,0.10%,+0,82,1734985,+0,14875,16659,1718408,,,,
05月28日 星期六,22,+80636,+574806,1815703,+0,87393,+0,6721,0.37%,+0,5695,0.31%,+0,36,0.00%,+46,12816,0.71%,+80590,1802833,99.29%,+0,15,0.00%,+127,1911,0.11%,+0,82,1815621,+0,14875,16786,1798917,,,,
05月29日 星期日,23,+76569,,1892272,+0,87393,+0,6721,0.36%,+0,5695,0.30%,+0,36,0.00%,+66,12882,0.68%,+76503,1879336,99.32%,+0,15,0.00%,+145,2056,0.11%,+0,82,1892190,+0,14875,16931,1875341,,,,
05月30日 星期一,23,+60083,,1952355,+0,87393,+0,6721,0.34%,+0,5695,0.29%,+0,36,0.00%,+60,12942,0.66%,+60023,1939359,99.33%,+0,15,0.00%,+109,2165,0.11%,+0,82,1952273,+0,14875,17040,1935315,,,,
05月31日 星期二,23,+80628,,2032983,+0,87393,+0,6721,0.33%,+0,5695,0.28%,+0,36,0.00%,+46,12988,0.64%,+80582,2019941,99.36%,+0,15,0.00%,+90,2255,0.11%,+0,82,2032901,+0,14875,17130,2015853,,,,
06月01日 星期三,23,+88248,,2121231,+0,87393,+0,6721,0.32%,+0,5695,0.27%,+0,36,0.00%,+46,13034,0.61%,+88202,2108143,99.38%,+0,15,0.00%,+122,2377,0.11%,+0,82,2121149,+0,14875,17252,2103979,,,,
06月02日 星期四,23,+76930,,2198161,+0,87393,+0,6721,0.31%,+0,5695,0.26%,+0,36,0.00%,+17,13051,0.59%,+76913,2185056,99.40%,+0,15,0.00%,+144,2521,0.11%,+0,82,2198079,+0,14875,17396,2180765,,,,
06月03日 星期五,23,+76505,,2274666,+0,87393,+0,6721,0.30%,+0,5695,0.25%,+0,36,0.00%,+47,13098,0.58%,+76458,2261514,99.42%,+0,15,0.00%,+142,2663,0.12%,+0,82,2274584,+0,14875,17538,2257128,,,,
06月04日 星期六,23,+68128,+527091,2342794,+0,87393,+0,6721,0.29%,+0,5695,0.24%,+0,36,0.00%,+33,13131,0.56%,+68095,2329609,99.44%,+0,15,0.00%,+152,2815,0.12%,+0,82,2342712,+0,14875,17690,2325104,,,,
06月05日 星期日,24,+62077,,2404871,+0,87393,+0,6721,0.28%,+0,5695,0.24%,+0,36,0.00%,+30,13161,0.55%,+62047,2391656,99.45%,+0,15,0.00%,+124,2939,0.12%,+0,82,2404789,+0,14875,17814,2387057,,,,
06月06日 星期一,24,+53010,,2457881,+0,87393,+0,6721,0.27%,+0,5695,0.23%,+0,36,0.00%,+31,13192,0.54%,+52979,2444635,99.46%,+0,15,0.00%,+151,3090,0.13%,+0,82,2457799,+0,14875,17965,2439916,,,,
06月07日 星期二,24,+82990,,2540871,+0,87393,+0,6721,0.26%,+0,5695,0.22%,+0,36,0.00%,+54,13246,0.52%,+82936,2527571,99.48%,+0,15,0.00%,+124,3214,0.13%,+0,82,2540789,+0,14875,18089,2522782,,,,
06月08日 星期三,24,+80070,,2620941,+0,87393,+0,6721,0.26%,+0,5695,0.22%,+0,36,0.00%,+28,13274,0.51%,+80042,2607613,99.49%,+0,15,0.00%,+159,3373,0.13%,+0,82,2620859,+0,14875,18248,2602693,,,,
06月09日 星期四,24,+72846,,2693787,+0,87393,+0,6721,0.25%,+0,5695,0.21%,+0,36,0.00%,+47,13321,0.49%,+72799,2680412,99.50%,+0,15,0.00%,+211,3584,0.13%,+0,82,2693705,+0,14875,18459,2675328,,,,
06月10日 星期五,24,+68293,,2762080,+0,87393,+0,6721,0.24%,+0,5695,0.21%,+0,36,0.00%,+36,13357,0.48%,+68257,2748669,99.51%,+0,15,0.00%,+213,3797,0.14%,+0,82,2761998,+0,14875,18672,2743408,,,,
06月11日 星期六,24,+79616,+498902,2841696,+0,87393,+0,6721,0.24%,+0,5695,0.20%,+0,36,0.00%,+65,13422,0.47%,+79551,2828220,99.53%,+0,15,0.00%,+211,4008,0.14%,+0,82,2841614,+0,14875,18883,2822813,,,,
06月12日 星期日,25,+50567,,2892263,+0,87393,+0,6721,0.23%,+0,5695,0.20%,+0,36,0.00%,+14,13436,0.46%,+50553,2878773,99.53%,+0,15,0.00%,+163,4171,0.14%,+0,82,2892181,+0,14875,19046,2873217,,,,
06月13日 星期一,25,+45100,,2937363,+0,87393,+0,6721,0.23%,+0,5695,0.19%,+0,36,0.00%,+29,13465,0.46%,+45071,2923844,99.54%,+0,15,0.00%,+109,4280,0.15%,+0,82,2937281,+0,14875,19155,2918208,,,,
06月14日 星期二,25,+66138,,3003501,+0,87393,+0,6721,0.22%,+0,5695,0.19%,+0,36,0.00%,+70,13535,0.45%,+66068,2989912,99.55%,+0,15,0.00%,+123,4403,0.15%,+0,82,3003419,+0,14875,19278,2984223,,,,
06月15日 星期三,25,+68931,,3072432,+0,87393,+0,6721,0.22%,+0,5695,0.19%,+0,36,0.00%,+25,13560,0.44%,+68906,3058818,99.56%,+0,15,0.00%,+143,4546,0.15%,+0,82,3072350,+0,14875,19421,3053011,,,,
06月16日 星期四,25,+63133,,3135565,+0,87393,+0,6721,0.21%,+0,5695,0.18%,+0,36,0.00%,+51,13611,0.43%,+63082,3121900,99.56%,+0,15,0.00%,+168,4714,0.15%,+0,82,3135483,+0,14875,19589,3115976,,,,
06月17日 星期五,25,+55222,,3190787,+0,87393,+0,6721,0.21%,+0,5695,0.18%,+0,36,0.00%,+74,13685,0.43%,+55148,3177048,99.57%,+0,15,0.00%,+154,4868,0.15%,+0,82,3190705,+0,14875,19743,3171044,,,,
06月18日 星期六,25,+53666,+402757,3244453,+0,87393,+0,6721,0.21%,+0,5695,0.18%,+0,36,0.00%,+63,13748,0.42%,+53603,3230651,99.57%,+0,15,0.00%,+181,5049,0.16%,+0,82,3244371,+0,14875,19924,3224529,,,,
06月19日 星期日,26,+50623,,3295076,+0,87393,+0,6721,0.20%,+0,5695,0.17%,+0,36,0.00%,+75,13823,0.42%,+50548,3281199,99.58%,+0,15,0.00%,+172,5221,0.16%,+0,82,3294994,+0,14875,20096,3274980,,,,
06月20日 星期一,26,+35619,,3330695,+0,87393,+0,6721,0.20%,+0,5695,0.17%,+0,36,0.00%,+36,13859,0.42%,+35583,3316782,99.58%,+0,15,0.00%,+144,5365,0.16%,+0,82,3330613,+0,14875,20240,3310455,,,,
06月21日 星期二,26,+56366,,3387061,+0,87393,+0,6721,0.20%,+0,5695,0.17%,+0,36,0.00%,+65,13924,0.41%,+56301,3373083,99.59%,+0,15,0.00%,+115,5480,0.16%,+0,82,3386979,+0,14875,20355,3366706,,,,
06月22日 星期三,26,+52218,,3439279,+0,87393,+0,6721,0.20%,+0,5695,0.17%,+0,36,0.00%,+33,13957,0.41%,+52185,3425268,99.59%,+0,15,0.00%,+171,5651,0.16%,+0,82,3439197,+0,14875,20526,3418753,,,,
06月23日 星期四,26,+48320,,3487599,+0,87393,+0,6721,0.19%,+0,5695,0.16%,+0,36,0.00%,+75,14032,0.40%,+48245,3473513,99.60%,+0,15,0.00%,+166,5817,0.17%,+0,82,3487517,+0,14875,20692,3466907,,,,
06月24日 星期五,26,+45736,,3533335,+0,87393,+0,6721,0.19%,+0,5695,0.16%,+0,36,0.00%,+88,14120,0.40%,+45648,3519161,99.60%,+0,15,0.00%,+152,5969,0.17%,+0,82,3533253,+0,14875,20844,3512491,,,,
06月25日 星期六,26,+40368,+329250,3573703,+0,87393,+0,6721,0.19%,+0,5695,0.16%,+0,36,0.00%,+105,14225,0.40%,+40263,3559424,99.60%,+0,15,0.00%,+151,6120,0.17%,+0,82,3573621,+0,14875,20995,3552708,,,,
06月26日 星期日,27,+39642,,3613345,+0,87393,+0,6721,0.19%,+0,5695,0.16%,+0,36,0.00%,+62,14287,0.40%,+39580,3599004,99.60%,+0,15,0.00%,+134,6254,0.17%,+0,82,3613263,+0,14875,21129,3592216,,,,
06月27日 星期一,27,+28576,,3641921,+0,87393,+0,6721,0.18%,+0,5695,0.16%,+0,36,0.00%,+92,14379,0.39%,+28484,3627488,99.60%,+0,15,0.00%,+91,6345,0.17%,+0,82,3641839,+0,14875,21220,3620701,,,,
06月28日 星期二,27,+44417,,3686338,+0,87393,+0,6721,0.18%,+0,5695,0.15%,+0,36,0.00%,+50,14429,0.39%,+44367,3671855,99.61%,+0,15,0.00%,+103,6448,0.17%,+0,82,3686256,+0,14875,21323,3665015,,,,
06月29日 星期三,27,+42025,,3728363,+0,87393,+0,6721,0.18%,+0,5695,0.15%,+0,36,0.00%,+92,14521,0.39%,+41933,3713788,99.61%,+0,15,0.00%,+85,6533,0.18%,+0,82,3728281,+0,14875,21408,3706955,,,,
06月30日 星期四,27,+38920,,3767283,+0,87393,+0,6721,0.18%,+0,5695,0.15%,+0,36,0.00%,+97,14618,0.39%,+38823,3752611,99.61%,+0,15,0.00%,+118,6651,0.18%,+0,82,3767201,+0,14875,21526,3745757,,,,
07月01日 星期五,27,+35766,,3803049,+0,87393,+0,6721,0.18%,+0,5695,0.15%,+0,36,0.00%,+103,14721,0.39%,+35663,3788274,99.61%,+0,15,0.00%,+121,6772,0.18%,+0,82,3802967,+0,14875,21647,3781402,,,,
07月02日 星期六,27,+34807,+264153,3837856,+0,87393,+0,6721,0.18%,+0,5695,0.15%,+0,36,0.00%,+78,14799,0.39%,+34729,3823003,99.61%,+0,15,0.00%,+96,6868,0.18%,+0,82,3837774,+0,14875,21743,3816113,,,,
07月03日 星期日,28,+32672,,3870528,+0,87393,+0,6721,0.17%,+0,5695,0.15%,+0,36,0.00%,+114,14913,0.39%,+32558,3855561,99.61%,+0,15,0.00%,+88,6956,0.18%,+0,82,3870446,+0,14875,21831,3848697,,,,
07月04日 星期一,28,+23115,,3893643,+0,87393,+0,6721,0.17%,+0,5695,0.15%,+0,36,0.00%,+82,14995,0.39%,+23033,3878594,99.61%,+0,15,0.00%,+69,7025,0.18%,+0,82,3893561,+0,14875,21900,3871743,,,,
07月05日 星期二,28,+35984,,3929627,+0,87393,+0,6721,0.17%,+0,5695,0.14%,+0,36,0.00%,+103,15098,0.38%,+35881,3914475,99.61%,+0,15,0.00%,+103,7128,0.18%,+0,82,3929545,+0,14875,22003,3907624,,,,
07月06日 星期三,28,+34561,,3964188,+0,87393,+0,6721,0.17%,+0,5695,0.14%,+0,36,0.00%,+78,15176,0.38%,+34483,3948958,99.62%,+0,15,0.00%,+95,7223,0.18%,+0,82,3964106,+0,14875,22098,3942090,,,,
07月07日 星期四,28,+31433,,3995621,+0,87393,+0,6721,0.17%,+0,5695,0.14%,+0,36,0.00%,+98,15274,0.38%,+31335,3980293,99.62%,+0,15,0.00%,+105,7328,0.18%,+0,82,3995539,+0,14875,22203,3973418,,,,
07月08日 星期五,28,+30446,,4026067,+0,87393,+0,6721,0.17%,+0,5695,0.14%,+0,36,0.00%,+167,15441,0.38%,+30279,4010572,99.62%,+0,15,0.00%,+131,7459,0.19%,+0,82,4025985,+0,14875,22334,4003733,,,,
07月09日 星期六,28,+28122,+216333,4054189,+0,87393,+0,6721,0.17%,+0,5695,0.14%,+0,36,0.00%,+107,15548,0.38%,+28015,4038587,99.62%,+0,15,0.00%,+94,7553,0.19%,+0,82,4054107,+0,14875,22428,4031761,,,,
07月10日 星期日,29,+27839,,4082028,+0,87393,+0,6721,0.16%,+0,5695,0.14%,+0,36,0.00%,+134,15682,0.38%,+27705,4066292,99.61%,+0,15,0.00%,+71,7624,0.19%,+0,82,4081946,+0,14875,22499,4059529,,,,
07月11日 星期一,29,+19128,,4101156,+0,87393,+0,6721,0.16%,+0,5695,0.14%,+0,36,0.00%,+81,15763,0.38%,+19047,4085339,99.61%,+0,15,0.00%,+96,7720,0.19%,+0,82,4101074,+0,14875,22595,4078561,,,,
07月12日 星期二,29,+31273,,4132429,+0,87393,+0,6721,0.16%,+0,5695,0.14%,+0,36,0.00%,+145,15908,0.38%,+31128,4116467,99.61%,+0,15,0.00%,+60,7780,0.19%,+0,82,4132347,+0,14875,22655,4109774,,,,
07月13日 星期三,29,+29861,,4162290,+0,87393,+0,6721,0.16%,+0,5695,0.14%,+0,36,0.00%,+62,15970,0.38%,+29799,4146266,99.62%,+0,15,0.00%,+49,7829,0.19%,+0,82,4162208,+0,14875,22704,4139586,,,,
07月14日 星期四,29,+27639,,4189929,+0,87393,+0,6721,0.16%,+0,5695,0.14%,+0,36,0.00%,+88,16058,0.38%,+27551,4173817,99.62%,+0,15,0.00%,+89,7918,0.19%,+0,82,4189847,+0,14875,22793,4167136,,,,
07月15日 星期五,29,+25271,,4215200,+0,87393,+0,6721,0.16%,+0,5695,0.14%,+0,36,0.00%,+86,16144,0.38%,+25185,4199002,99.62%,+0,15,0.00%,+114,8032,0.19%,+0,82,4215118,+0,14875,22907,4192293,,,,
07月16日 星期六,29,+25266,+186277,4240466,+0,87393,+0,6721,0.16%,+0,5695,0.13%,+0,36,0.00%,+46,16190,0.38%,+25220,4224222,99.62%,+0,15,0.00%,+72,8104,0.19%,+0,82,4240384,+0,14875,22979,4217487,,,,
07月17日 星期日,30,+24322,,4264788,+0,87393,+0,6721,0.16%,+0,5695,0.13%,+0,36,0.00%,+129,16319,0.38%,+24193,4248415,99.62%,+0,15,0.00%,+73,8177,0.19%,+0,82,4264706,+0,14875,23052,4241736,,,,
07月18日 星期一,30,+17989,,4282777,+0,87393,+0,6721,0.16%,+0,5695,0.13%,+0,36,0.00%,+449,16768,0.39%,+17540,4265955,99.61%,+0,15,0.00%,+48,8225,0.19%,+0,82,4282695,+0,14875,23100,4259677,,,,
07月19日 星期二,30,+27127,,4309904,+0,87393,+0,6721,0.16%,+0,5695,0.13%,+0,36,0.00%,+365,17133,0.40%,+26762,4292717,99.60%,+0,15,0.00%,+37,8262,0.19%,+0,82,4309822,+0,14875,23137,4286767,,,,
07月20日 星期三,30,+27172,,4337076,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+256,17389,0.40%,+26916,4319633,99.60%,+0,15,0.00%,+57,8319,0.19%,+0,82,4336994,+0,14875,23194,4313882,,,,
07月21日 星期四,30,+25151,,4362227,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+267,17656,0.40%,+24884,4344517,99.59%,+0,15,0.00%,+74,8393,0.19%,+0,82,4362145,+0,14875,23268,4338959,,,,
07月22日 星期五,30,+24059,,4386286,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+279,17935,0.41%,+23783,4368300,99.59%,+0,15,0.00%,+86,8479,0.19%,+0,82,4386204,+0,14875,23354,4362932,,,,
07月23日 星期六,30,+22571,+168391,4408857,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+251,18186,0.41%,+22317,4390617,99.59%,+0,15,0.00%,+53,8532,0.19%,+0,82,4408775,+0,14875,23407,4385450,,,,
07月24日 星期日,31,+21726,,4430583,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+278,18464,0.42%,+21448,4412065,99.58%,+0,15,0.00%,+65,8597,0.19%,+0,82,4430501,+0,14875,23472,4407111,,,,
07月25日 星期一,31,+17124,,4447707,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+203,18667,0.42%,+16921,4428986,99.58%,+0,15,0.00%,+53,8650,0.19%,+0,82,4447625,+0,14875,23525,4424182,,,,
07月26日 星期二,31,+25048,,4472755,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+283,18950,0.42%,+24765,4453751,99.58%,+0,15,0.00%,+37,8687,0.19%,+0,82,4472673,+0,14875,23562,4449193,,,,
07月27日 星期三,31,+25661,,4498416,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+170,19120,0.43%,+25491,4479242,99.57%,+0,15,0.00%,+28,8715,0.19%,+0,82,4498334,+0,14875,23590,4474826,,,,
07月28日 星期四,31,+23949,,4522365,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+145,19265,0.43%,+23804,4503046,99.57%,+0,15,0.00%,+62,8777,0.19%,+0,82,4522283,+0,14875,23652,4498713,,,,
07月29日 星期五,31,+23271,,4545636,+0,87393,+0,6721,0.15%,+0,5695,0.13%,+0,36,0.00%,+306,19571,0.43%,+22965,4526011,99.57%,+0,15,0.00%,+57,8834,0.19%,+0,82,4545554,+0,14875,23709,4521927,,,,
07月30日 星期六,31,+21486,+158265,4567122,+0,87393,+0,6721,0.15%,+0,5695,0.12%,+0,36,0.00%,+237,19808,0.43%,+21249,4547260,99.57%,+0,15,0.00%,+60,8894,0.19%,+0,82,4567040,+0,14875,23769,4543353,,,,
07月31日 星期日,32,+21063,,4588185,+0,87393,+0,6721,0.15%,+0,5695,0.12%,+0,36,0.00%,+246,20054,0.44%,+20817,4568077,99.56%,+0,15,0.00%,+34,8928,0.19%,+0,82,4588103,+0,14875,23803,4564382,,,,
08月01日 星期一,32,+16576,,4604761,+0,87393,+0,6721,0.15%,+0,5695,0.12%,+0,36,0.00%,+229,20283,0.44%,+16347,4584424,99.56%,+0,15,0.00%,+36,8964,0.19%,+0,82,4604679,+0,14875,23839,4580922,,,,
08月02日 星期二,32,+23533,,4628294,+0,87393,+0,6721,0.15%,+0,5695,0.12%,+0,36,0.00%,+252,20535,0.44%,+23281,4607705,99.56%,+0,15,0.00%,+31,8995,0.19%,+0,82,4628212,+0,14875,23870,4604424,,,,
08月03日 星期三,32,+23892,,4652186,+0,87393,+0,6721,0.14%,+0,5695,0.12%,+0,36,0.00%,+189,20724,0.45%,+23703,4631408,99.55%,+0,15,0.00%,+32,9027,0.19%,+0,82,4652104,+0,14875,23902,4628284,,,,
08月04日 星期四,32,+22942,,4675128,+0,87393,+0,6721,0.14%,+0,5695,0.12%,+0,36,0.00%,+256,20980,0.45%,+22686,4654094,99.55%,+0,15,0.00%,+56,9083,0.19%,+0,82,4675046,+0,14875,23958,4651170,,,,
08月05日 星期五,32,+21841,,4696969,+0,87393,+0,6721,0.14%,+0,5695,0.12%,+0,36,0.00%,+294,21274,0.45%,+21547,4675641,99.55%,+0,15,0.00%,+54,9137,0.19%,+0,82,4696887,+0,14875,24012,4672957,,,,
08月06日 星期六,32,+19850,+149697,4716819,+0,87393,+0,6721,0.14%,+0,5695,0.12%,+0,36,0.00%,+207,21481,0.46%,+19643,4695284,99.54%,+0,15,0.00%,+51,9188,0.19%,+0,82,4716737,+0,14875,24063,4692756,,,,
